rank,data,discretized_data,our u,our weights,std_our weights
2594,12256288.0,151696076576.0,-3594.5,0.0,0.0
2595,12256600.0,151699938200.0,-3593.5,0.0,0.0
2596,12262978.0,151778878706.0,-3592.5,0.0,0.0
2597,12265765.0,151813373405.0,-3591.5,0.0,0.0
2598,12268362.0,151845516474.0,-3590.5,0.0,0.0
2599,12270884.0,151876731268.0,-3589.5,0.0,0.0
2600,12271507.0,151884442139.0,-3588.5,0.0,0.0
2601,12275974.0,151939730198.0,-3587.5,0.0,0.0
2602,12275991.0,151939940607.0,-3586.5,0.0,0.0
2603,12276403.0,151945039931.0,-3585.5,0.0,0.0
2604,12279894.0,151988248038.0,-3584.5,0.0,0.0
2605,12281239.0,152004895103.0,-3583.5,0.0,0.0
2606,12288440.0,152094021880.0,-3582.5,0.0,0.0
2607,12291527.0,152132229679.0,-3581.5,0.0,0.0
2608,12296416.0,152192740832.0,-3580.5,0.0,0.0
2609,12301984.0,152261655968.0,-3579.5,0.0,0.0
2610,12307914.0,152335051578.0,-3578.5,0.0,0.0
2611,12317187.0,152449823499.0,-3577.5,0.0,0.0
2612,12317617.0,152455145609.0,-3576.5,0.0,0.0
2613,12322246.0,152512438742.0,-3575.5,0.0,0.0
2614,12325719.0,152555424063.0,-3574.5,0.0,0.0
2615,12332252.0,152636283004.0,-3573.5,0.0,0.0
2616,12334655.0,152666024935.0,-3572.5,0.0,0.0
2617,12348247.0,152834253119.0,-3571.5,0.0,0.0
2618,12348688.0,152839711376.0,-3570.5,0.0,0.0
2619,12351335.0,152872473295.0,-3569.5,0.0,0.0
2620,12354741.0,152914629357.0,-3568.5,0.0,0.0
2621,12359504.0,152973581008.0,-3567.5,0.0,0.0
2622,12366574.0,153061086398.0,-3566.5,0.0,0.0
2623,12370178.0,153105693106.0,-3565.5,0.0,0.0
2624,12372924.0,153139680348.0,-3564.5,0.0,0.0
2625,12374828.0,153163246156.0,-3563.5,0.0,0.0
2626,12374852.0,153163543204.0,-3562.5,0.0,0.0
2627,12375470.0,153171192190.0,-3561.5,0.0,0.0
2628,12385567.0,153296162759.0,-3560.5,0.0,0.0
2629,12386779.0,153311163683.0,-3559.5,0.0,0.0
2630,12388808.0,153336276616.0,-3558.5,0.0,0.0
2631,12390460.0,153356723420.0,-3557.5,0.0,0.0
2632,12390912.0,153362317824.0,-3556.5,0.0,0.0
2633,12390921.0,153362429217.0,-3555.5,0.0,0.0
2634,12393237.0,153391094349.0,-3554.5,0.0,0.0
2635,12394775.0,153410130175.0,-3553.5,0.0,0.0
2636,12400200.0,153477275400.0,-3552.5,0.0,0.0
2637,12414221.0,153650813317.0,-3551.5,0.0,0.0
2638,12416280.0,153676297560.0,-3550.5,0.0,0.0
2639,12416994.0,153685134738.0,-3549.5,0.0,0.0
2640,12418548.0,153704368596.0,-3548.5,0.0,0.0
2641,12418943.0,153709257511.0,-3547.5,0.0,0.0
2642,12418999.0,153709950623.0,-3546.5,0.0,0.0
2643,12419477.0,153715866829.0,-3545.5,0.0,0.0
2644,12421388.0,153739519276.0,-3544.5,0.0,0.0
2645,12421674.0,153743059098.0,-3543.5,0.0,0.0
2646,12421881.0,153745621137.0,-3542.5,0.0,0.0
2647,12428332.0,153825465164.0,-3541.5,0.0,0.0
2648,12428987.0,153833572099.0,-3540.5,0.0,0.0
2649,12431489.0,153864539353.0,-3539.5,0.0,0.0
2650,12439302.0,153961240854.0,-3538.5,0.0,0.0
2651,12440429.0,153975189733.0,-3537.5,0.0,0.0
2652,12440838.0,153980251926.0,-3536.5,0.0,0.0
2653,12440892.0,153980920284.0,-3535.5,0.0,0.0
2654,12445243.0,154034772611.0,-3534.5,0.0,0.0
2655,12448620.0,154076569740.0,-3533.5,0.0,0.0
2656,12461312.0,154233658624.0,-3532.5,0.0,0.0
2657,12463038.0,154255021326.0,-3531.5,0.0,0.0
2658,12464369.0,154271495113.0,-3530.5,0.0,0.0
2659,12470787.0,154350930699.0,-3529.5,0.0,0.0
2660,12471856.0,154364161712.0,-3528.5,0.0,0.0
2661,12475000.0,154403075000.0,-3527.5,0.0,0.0
2662,12476345.0,154419722065.0,-3526.5,0.0,0.0
2663,12477244.0,154430848988.0,-3525.5,0.0,0.0
2664,12481001.0,154477349377.0,-3524.5,0.0,0.0
2665,12485218.0,154529543186.0,-3523.5,0.0,0.0
2666,12486261.0,154542452397.0,-3522.5,0.0,0.0
2667,12486505.0,154545472385.0,-3521.5,0.0,0.0
2668,12489306.0,154580140362.0,-3520.5,0.0,0.0
2669,12493384.0,154630613768.0,-3519.5,0.0,0.0
2670,12494482.0,154644203714.0,-3518.5,0.0,0.0
2671,12501930.0,154736387610.0,-3517.5,0.0,0.0
2672,12505676.0,154782751852.0,-3516.5,0.0,0.0
2673,12506989.0,154799002853.0,-3515.5,0.0,0.0
2674,12509898.0,154835007546.0,-3514.5,0.0,0.0
2675,12512473.0,154866878321.0,-3513.5,0.0,0.0
2676,12515207.0,154900717039.0,-3512.5,0.0,0.0
2677,12519960.0,154959544920.0,-3511.5,0.0,0.0
2678,12523663.0,155005376951.0,-3510.5,0.0,0.0
2679,12529859.0,155082064843.0,-3509.5,0.0,0.0
2680,12531708.0,155104949916.0,-3508.5,0.0,0.0
2681,12532617.0,155116200609.0,-3507.5,0.0,0.0
2682,12534847.0,155143801319.0,-3506.5,0.0,0.0
2683,12537709.0,155179224293.0,-3505.5,0.0,0.0
2684,12539886.0,155206169022.0,-3504.5,0.0,0.0
2685,12546975.0,155293909575.0,-3503.5,0.0,0.0
2686,12549130.0,155320582010.0,-3502.5,0.0,0.0
2687,12558581.0,155437557037.0,-3501.5,0.0,0.0
2688,12559770.0,155452273290.0,-3500.5,0.0,0.0
2689,12562694.0,155488463638.0,-3499.5,0.0,0.0
2690,12565899.0,155528131923.0,-3498.5,0.0,0.0
2691,12569397.0,155571426669.0,-3497.5,0.0,0.0
2692,12570914.0,155590202578.0,-3496.5,0.0,0.0
2693,12575838.0,155651146926.0,-3495.5,0.0,0.0
2694,12577691.0,155674081507.0,-3494.5,0.0,0.0
2695,12579349.0,155694602573.0,-3493.5,0.0,0.0
2696,12584016.0,155752366032.0,-3492.5,0.0,0.0
2697,12588724.0,155810636948.0,-3491.5,0.0,0.0
2698,12589258.0,155817246266.0,-3490.5,0.0,0.0
2699,12592129.0,155852780633.0,-3489.5,0.0,0.0
2700,12595118.0,155889775486.0,-3488.5,0.0,0.0
2701,12598407.0,155930483439.0,-3487.5,0.0,0.0
2702,12601440.0,155968022880.0,-3486.5,0.0,0.0
2703,12603194.0,155989732138.0,-3485.5,0.0,0.0
2704,12603827.0,155997566779.0,-3484.5,0.0,0.0
2705,12607100.0,156038076700.0,-3483.5,0.0,0.0
2706,12607669.0,156045119213.0,-3482.5,0.0,0.0
2707,12611857.0,156096954089.0,-3481.5,0.0,0.0
2708,12613392.0,156115952784.0,-3480.5,0.0,0.0
2709,12618872.0,156183778744.0,-3479.5,0.0,0.0
2710,12619358.0,156189793966.0,-3478.5,0.0,0.0
2711,12619907.0,156196588939.0,-3477.5,0.0,0.0
2712,12626529.0,156278549433.0,-3476.5,0.0,0.0
2713,12628605.0,156304244085.0,-3475.5,0.0,0.0
2714,12631402.0,156338862554.0,-3474.5,0.0,0.0
2715,12632372.0,156350868244.0,-3473.5,0.0,0.0
2716,12634609.0,156378555593.0,-3472.5,0.0,0.0
2717,12639735.0,156442000095.0,-3471.5,0.0,0.0
2718,12644712.0,156503600424.0,-3470.5,0.0,0.0
2719,12645924.0,156518601348.0,-3469.5,0.0,0.0
2720,12647640.0,156539840280.0,-3468.5,0.0,0.0
2721,12661354.0,156709578458.0,-3467.5,0.0,0.0
2722,12662068.0,156718415636.0,-3466.5,0.0,0.0
2723,12669082.0,156805227914.0,-3465.5,0.0,0.0
2724,12669618.0,156811861986.0,-3464.5,0.0,0.0
2725,12669634.0,156812060018.0,-3463.5,0.0,0.0
2726,12670946.0,156828298642.0,-3462.5,0.0,0.0
2727,12671919.0,156840341463.0,-3461.5,0.0,0.0
2728,12672357.0,156845762589.0,-3460.5,0.0,0.0
2729,12678369.0,156920173113.0,-3459.5,0.0,0.0
2730,12680986.0,156952563722.0,-3458.5,0.0,0.0
2731,12688341.0,157043596557.0,-3457.5,0.0,0.0
2732,12691644.0,157084477788.0,-3456.5,0.0,0.0
2733,12691781.0,157086173437.0,-3455.5,0.0,0.0
2734,12697996.0,157163096492.0,-3454.5,0.0,0.0
2735,12698560.0,157170077120.0,-3453.5,0.0,0.0
2736,12702744.0,157221862488.0,-3452.5,0.0,0.0
2737,12703518.0,157231442286.0,-3451.5,0.0,0.0
2738,12705025.0,157250094425.0,-3450.5,0.0,0.0
2739,12709557.0,157306186989.0,-3449.5,0.0,0.0
2740,12710694.0,157320259638.0,-3448.5,0.0,0.0
2741,12716780.0,157395586060.0,-3447.5,0.0,0.0
2742,12722373.0,157464810621.0,-3446.5,0.0,0.0
2743,12735180.0,157623322860.0,-3445.5,0.0,0.0
2744,12735390.0,157625922030.0,-3444.5,0.0,0.0
2745,12737770.0,157655379290.0,-3443.5,0.0,0.0
2746,12740405.0,157687992685.0,-3442.5,0.0,0.0
2747,12743435.0,157725494995.0,-3441.5,0.0,0.0
2748,12744718.0,157741374686.0,-3440.5,0.0,0.0
2749,12746058.0,157757959866.0,-3439.5,0.0,0.0
2750,12746299.0,157760942723.0,-3438.5,0.0,0.0
2751,12747743.0,157778815111.0,-3437.5,0.0,0.0
2752,12748904.0,157793184808.0,-3436.5,0.0,0.0
2753,12756982.0,157893166214.0,-3435.5,0.0,0.0
2754,12759007.0,157918229639.0,-3434.5,0.0,0.0
2755,12761638.0,157950793526.0,-3433.5,0.0,0.0
2756,12763580.0,157974829660.0,-3432.5,0.0,0.0
2757,12769006.0,158041987262.0,-3431.5,0.0,0.0
2758,12771065.0,158067471505.0,-3430.5,0.0,0.0
2759,12775426.0,158121447602.0,-3429.5,0.0,0.0
2760,12777006.0,158141003262.0,-3428.5,0.0,0.0
2761,12778142.0,158155063534.0,-3427.5,0.0,0.0
2762,12780038.0,158178530326.0,-3426.5,0.0,0.0
2763,12782369.0,158207381113.0,-3425.5,0.0,0.0
2764,12784119.0,158229040863.0,-3424.5,0.0,0.0
2765,12789054.0,158290121358.0,-3423.5,0.0,0.0
2766,12789733.0,158298525341.0,-3422.5,0.0,0.0
2767,12790480.0,158307770960.0,-3421.5,0.0,0.0
2768,12790524.0,158308315548.0,-3420.5,0.0,0.0
2769,12791719.0,158323106063.0,-3419.5,0.0,0.0
2770,12794073.0,158352241521.0,-3418.5,0.0,0.0
2771,12799757.0,158422592389.0,-3417.5,0.0,0.0
2772,12803972.0,158474761444.0,-3416.5,0.0,0.0
2773,12806156.0,158501792812.0,-3415.5,0.0,0.0
2774,12806157.0,158501805189.0,-3414.5,0.0,0.0
2775,12806269.0,158503191413.0,-3413.5,0.0,0.0
2776,12806366.0,158504391982.0,-3412.5,0.0,0.0
2777,12808977.0,158536708329.0,-3411.5,0.0,0.0
2778,12814391.0,158603717407.0,-3410.5,0.0,0.0
2779,12814944.0,158610561888.0,-3409.5,0.0,0.0
2780,12816583.0,158630847791.0,-3408.5,0.0,0.0
2781,12827776.0,158769383552.0,-3407.5,0.0,0.0
2782,12827907.0,158771004939.0,-3406.5,0.0,0.0
2783,12830848.0,158807405696.0,-3405.5,0.0,0.0
2784,12835276.0,158862211052.0,-3404.5,0.0,0.0
2785,12844817.0,158980300009.0,-3403.5,0.0,0.0
2786,12847047.0,159007900719.0,-3402.5,0.0,0.0
2787,12851080.0,159057817160.0,-3401.5,0.0,0.0
2788,12852182.0,159071456614.0,-3400.5,0.0,0.0
2789,12857083.0,159132116291.0,-3399.5,0.0,0.0
2790,12861147.0,159182416419.0,-3398.5,0.0,0.0
2791,12862936.0,159204558872.0,-3397.5,0.0,0.0
2792,12865401.0,159235068177.0,-3396.5,0.0,0.0
2793,12867898.0,159265973546.0,-3395.5,0.0,0.0
2794,12870432.0,159297336864.0,-3394.5,0.0,0.0
2795,12871374.0,159308995998.0,-3393.5,0.0,0.0
2796,12871384.0,159309119768.0,-3392.5,0.0,0.0
2797,12872568.0,159323774136.0,-3391.5,0.0,0.0
2798,12874735.0,159350595095.0,-3390.5,0.0,0.0
2799,12874912.0,159352785824.0,-3389.5,0.0,0.0
2800,12878456.0,159396649912.0,-3388.5,0.0,0.0
2801,12882908.0,159451752316.0,-3387.5,0.0,0.0
2802,12888156.0,159516706812.0,-3386.5,0.0,0.0
2803,12888575.0,159521892775.0,-3385.5,0.0,0.0
2804,12893068.0,159577502636.0,-3384.5,0.0,0.0
2805,12893474.0,159582527698.0,-3383.5,0.0,0.0
2806,12896027.0,159614126179.0,-3382.5,0.0,0.0
2807,12902750.0,159697336750.0,-3381.5,0.0,0.0
2808,12902849.0,159698562073.0,-3380.5,0.0,0.0
2809,12904281.0,159716285937.0,-3379.5,0.0,0.0
2810,12904766.0,159722288782.0,-3378.5,0.0,0.0
2811,12911054.0,159800115358.0,-3377.5,0.0,0.0
2812,12913487.0,159830228599.0,-3376.5,0.0,0.0
2813,12916182.0,159863584614.0,-3375.5,0.0,0.0
2814,12918104.0,159887373208.0,-3374.5,0.0,0.0
2815,12918889.0,159897089153.0,-3373.5,0.0,0.0
2816,12922451.0,159941176027.0,-3372.5,0.0,0.0
2817,12924179.0,159962563483.0,-3371.5,0.0,0.0
2818,12929670.0,160030525590.0,-3370.5,0.0,0.0
2819,12929805.0,160032196485.0,-3369.5,0.0,0.0
2820,12930231.0,160037469087.0,-3368.5,0.0,0.0
2821,12940089.0,160159481553.0,-3367.5,0.0,0.0
2822,12943396.0,160200412292.0,-3366.5,0.0,0.0
2823,12952589.0,160314194053.0,-3365.5,0.0,0.0
2824,12952696.0,160315518392.0,-3364.5,0.0,0.0
2825,12956256.0,160359580512.0,-3363.5,0.0,0.0
2826,12959409.0,160398605193.0,-3362.5,0.0,0.0
2827,12977739.0,160625475603.0,-3361.5,0.0,0.0
2828,12982512.0,160684551024.0,-3360.5,0.0,0.0
2829,12988245.0,160755508365.0,-3359.5,0.0,0.0
2830,12992594.0,160809335938.0,-3358.5,0.0,0.0
2831,12996157.0,160853435189.0,-3357.5,0.0,0.0
2832,12999469.0,160894427813.0,-3356.5,0.0,0.0
2833,13001189.0,160915716253.0,-3355.5,0.0,0.0
2834,13003595.0,160945495315.0,-3354.5,0.0,0.0
2835,13004034.0,160950928818.0,-3353.5,0.0,0.0
2836,13007942.0,160999298134.0,-3352.5,0.0,0.0
2837,13011142.0,161038904534.0,-3351.5,0.0,0.0
2838,13011736.0,161046256472.0,-3350.5,0.0,0.0
2839,13015259.0,161089860643.0,-3349.5,0.0,0.0
2840,13016440.0,161104477880.0,-3348.5,0.0,0.0
2841,13020937.0,161160137249.0,-3347.5,0.0,0.0
2842,13022327.0,161177341279.0,-3346.5,0.0,0.0
2843,13023909.0,161196921693.0,-3345.5,0.0,0.0
2844,13024585.0,161205288545.0,-3344.5,0.0,0.0
2845,13029753.0,161269252881.0,-3343.5,0.0,0.0
2846,13030733.0,161281382341.0,-3342.5,0.0,0.0
2847,13033354.0,161313822458.0,-3341.5,0.0,0.0
2848,13048100.0,161496333700.0,-3340.5,0.0,0.0
2849,13052521.0,161551052417.0,-3339.5,0.0,0.0
2850,13052585.0,161551844545.0,-3338.5,0.0,0.0
2851,13053251.0,161560087627.0,-3337.5,0.0,0.0
2852,13055656.0,161589854312.0,-3336.5,0.0,0.0
2853,13055904.0,161592923808.0,-3335.5,0.0,0.0
2854,13057395.0,161611377915.0,-3334.5,0.0,0.0
2855,13057647.0,161614496919.0,-3333.5,0.0,0.0
2856,13066505.0,161724132385.0,-3332.5,0.0,0.0
2857,13067644.0,161738229788.0,-3331.5,0.0,0.0
2858,13067978.0,161742363706.0,-3330.5,0.0,0.0
2859,13073878.0,161815388006.0,-3329.5,0.0,0.0
2860,13075185.0,161831564745.0,-3328.5,0.0,0.0
2861,13081609.0,161911074593.0,-3327.5,0.0,0.0
2862,13090077.0,162015883029.0,-3326.5,0.0,0.0
2863,13093374.0,162056689998.0,-3325.5,0.0,0.0
2864,13096273.0,162092570921.0,-3324.5,0.0,0.0
2865,13103704.0,162184544408.0,-3323.5,0.0,0.0
2866,13104138.0,162189916026.0,-3322.5,0.0,0.0
2867,13107640.0,162233260280.0,-3321.5,0.0,0.0
2868,13107767.0,162234832159.0,-3320.5,0.0,0.0
2869,13109423.0,162255328471.0,-3319.5,0.0,0.0
2870,13125008.0,162448224016.0,-3318.5,0.0,0.0
2871,13142409.0,162663596193.0,-3317.5,0.0,0.0
2872,13143713.0,162679735801.0,-3316.5,0.0,0.0
2873,13149317.0,162749096509.0,-3315.5,0.0,0.0
2874,13150167.0,162759616959.0,-3314.5,0.0,0.0
2875,13157523.0,162850662171.0,-3313.5,0.0,0.0
2876,13159630.0,162876740510.0,-3312.5,0.0,0.0
2877,13159971.0,162880961067.0,-3311.5,0.0,0.0
2878,13161049.0,162894303473.0,-3310.5,0.0,0.0
2879,13161265.0,162896976905.0,-3309.5,0.0,0.0
2880,13163837.0,162928810549.0,-3308.5,0.0,0.0
2881,13164275.0,162934231675.0,-3307.5,0.0,0.0
2882,13164499.0,162937004123.0,-3306.5,0.0,0.0
2883,13164598.0,162938229446.0,-3305.5,0.0,0.0
2884,13166448.0,162961126896.0,-3304.5,0.0,0.0
2885,13169255.0,162995869135.0,-3303.5,0.0,0.0
2886,13169355.0,162997106835.0,-3302.5,0.0,0.0
2887,13172331.0,163033940787.0,-3301.5,0.0,0.0
2888,13174085.0,163055650045.0,-3300.5,0.0,0.0
2889,13178019.0,163104341163.0,-3299.5,0.0,0.0
2890,13178748.0,163113363996.0,-3298.5,0.0,0.0
2891,13185273.0,163194123921.0,-3297.5,0.0,0.0
2892,13187892.0,163226539284.0,-3296.5,0.0,0.0
2893,13188831.0,163238161287.0,-3295.5,0.0,0.0
2894,13201478.0,163394693206.0,-3294.5,0.0,0.0
2895,13202780.0,163410808060.0,-3293.5,0.0,0.0
2896,13204681.0,163434336737.0,-3292.5,0.0,0.0
2897,13207480.0,163468979960.0,-3291.5,0.0,0.0
2898,13210532.0,163506754564.0,-3290.5,0.0,0.0
2899,13211503.0,163518772631.0,-3289.5,0.0,0.0
2900,13219765.0,163621031405.0,-3288.5,0.0,0.0
2901,13229329.0,163739405033.0,-3287.5,0.0,0.0
2902,13232204.0,163774988908.0,-3286.5,0.0,0.0
2903,13233319.0,163788789263.0,-3285.5,0.0,0.0
2904,13234115.0,163798641355.0,-3284.5,0.0,0.0
2905,13234120.0,163798703240.0,-3283.5,0.0,0.0
2906,13234940.0,163808852380.0,-3282.5,0.0,0.0
2907,13238096.0,163847914192.0,-3281.5,0.0,0.0
2908,13238884.0,163857667268.0,-3280.5,0.0,0.0
2909,13240120.0,163872965240.0,-3279.5,0.0,0.0
2910,13241596.0,163891233692.0,-3278.5,0.0,0.0
2911,13243611.0,163916173347.0,-3277.5,0.0,0.0
2912,13244883.0,163931916891.0,-3276.5,0.0,0.0
2913,13248148.0,163972327796.0,-3275.5,0.0,0.0
2914,13249619.0,163990534363.0,-3274.5,0.0,0.0
2915,13252651.0,164028061427.0,-3273.5,0.0,0.0
2916,13259030.0,164107014310.0,-3272.5,0.0,0.0
2917,13260608.0,164126545216.0,-3271.5,0.0,0.0
2918,13262199.0,164146237023.0,-3270.5,0.0,0.0
2919,13265416.0,164186053832.0,-3269.5,0.0,0.0
2920,13266025.0,164193591425.0,-3268.5,0.0,0.0
2921,13266215.0,164195943055.0,-3267.5,0.0,0.0
2922,13275633.0,164312509641.0,-3266.5,0.0,0.0
2923,13277088.0,164330518176.0,-3265.5,0.0,0.0
2924,13281680.0,164387353360.0,-3264.5,0.0,0.0
2925,13284742.0,164425251734.0,-3263.5,0.0,0.0
2926,13295899.0,164563341923.0,-3262.5,0.0,0.0
2927,13297759.0,164586363143.0,-3261.5,0.0,0.0
2928,13302362.0,164643334474.0,-3260.5,0.0,0.0
2929,13308624.0,164720839248.0,-3259.5,0.0,0.0
2930,13308652.0,164721185804.0,-3258.5,0.0,0.0
2931,13311130.0,164751856010.0,-3257.5,0.0,0.0
2932,13312414.0,164767748078.0,-3256.5,0.0,0.0
2933,13325868.0,164934268236.0,-3255.5,0.0,0.0
2934,13329270.0,164976374790.0,-3254.5,0.0,0.0
2935,13329333.0,164977154541.0,-3253.5,0.0,0.0
2936,13330668.0,164993677836.0,-3252.5,0.0,0.0
2937,13334708.0,165043680916.0,-3251.5,0.0,0.0
2938,13336265.0,165062951905.0,-3250.5,0.0,0.0
2939,13340284.0,165112695068.0,-3249.5,0.0,0.0
2940,13347687.0,165204321999.0,-3248.5,0.0,0.0
2941,13348978.0,165220300706.0,-3247.5,0.0,0.0
2942,13356354.0,165311593458.0,-3246.5,0.0,0.0
2943,13356411.0,165312298947.0,-3245.5,0.0,0.0
2944,13376882.0,165565668514.0,-3244.5,0.0,0.0
2945,13378214.0,165582154678.0,-3243.5,0.0,0.0
2946,13380928.0,165615745856.0,-3242.5,0.0,0.0
2947,13381233.0,165619520841.0,-3241.5,0.0,0.0
2948,13385978.0,165678249706.0,-3240.5,0.0,0.0
2949,13386246.0,165681566742.0,-3239.5,0.0,0.0
2950,13390716.0,165736891932.0,-3238.5,0.0,0.0
2951,13392994.0,165765086738.0,-3237.5,0.0,0.0
2952,13393879.0,165776040383.0,-3236.5,0.0,0.0
2953,13394224.0,165780310448.0,-3235.5,0.0,0.0
2954,13402747.0,165885799619.0,-3234.5,0.0,0.0
2955,13405210.0,165916284170.0,-3233.5,0.0,0.0
2956,13434889.0,166283621153.0,-3232.5,0.0,0.0
2957,13437225.0,166312533825.0,-3231.5,0.0,0.0
2958,13440479.0,166352808583.0,-3230.5,0.0,0.0
2959,13446568.0,166428172136.0,-3229.5,0.0,0.0
2960,13461979.0,166618914083.0,-3228.5,0.0,0.0
2961,13469724.0,166714773948.0,-3227.5,0.0,0.0
2962,13470547.0,166724960219.0,-3226.5,0.0,0.0
2963,13473854.0,166765890958.0,-3225.5,0.0,0.0
2964,13495435.0,167032998995.0,-3224.5,0.0,0.0
2965,13496538.0,167046650826.0,-3223.5,0.0,0.0
2966,13496831.0,167050277287.0,-3222.5,0.0,0.0
2967,13500894.0,167100565038.0,-3221.5,0.0,0.0
2968,13507982.0,167188293214.0,-3220.5,0.0,0.0
2969,13512964.0,167249955428.0,-3219.5,0.0,0.0
2970,13512994.0,167250326738.0,-3218.5,0.0,0.0
2971,13515268.0,167278472036.0,-3217.5,0.0,0.0
2972,13515923.0,167286578971.0,-3216.5,0.0,0.0
2973,13521857.0,167360024089.0,-3215.5,0.0,0.0
2974,13524160.0,167388528320.0,-3214.5,0.0,0.0
2975,13528178.0,167438259106.0,-3213.5,0.0,0.0
2976,13538422.0,167565049094.0,-3212.5,0.0,0.0
2977,13546046.0,167659411342.0,-3211.5,0.0,0.0
2978,13548814.0,167693670878.0,-3210.5,0.0,0.0
2979,13549398.0,167700899046.0,-3209.5,0.0,0.0
2980,13551872.0,167731519744.0,-3208.5,0.0,0.0
2981,13556193.0,167785000761.0,-3207.5,0.0,0.0
2982,13562886.0,167867840022.0,-3206.5,0.0,0.0
2983,13569663.0,167951718951.0,-3205.5,0.0,0.0
2984,13572407.0,167985681439.0,-3204.5,0.0,0.0
2985,13572762.0,167990075274.0,-3203.5,0.0,0.0
2986,13573595.0,168000385315.0,-3202.5,0.0,0.0
2987,13574231.0,168008257087.0,-3201.5,0.0,0.0
2988,13578919.0,168066280463.0,-3200.5,0.0,0.0
2989,13581743.0,168101233111.0,-3199.5,0.0,0.0
2990,13592214.0,168230832678.0,-3198.5,0.0,0.0
2991,13606968.0,168413442936.0,-3197.5,0.0,0.0
2992,13610402.0,168455945554.0,-3196.5,0.0,0.0
2993,13617724.0,168546569948.0,-3195.5,0.0,0.0
2994,13626065.0,168649806505.0,-3194.5,0.0,0.0
2995,13628306.0,168677543362.0,-3193.5,0.0,0.0
2996,13637284.0,168788664068.0,-3192.5,0.0,0.0
2997,13647736.0,168918028472.0,-3191.5,0.0,0.0
2998,13652653.0,168978886181.0,-3190.5,0.0,0.0
2999,13659388.0,169062245276.0,-3189.5,0.0,0.0
3000,13661865.0,169092903105.0,-3188.5,0.0,0.0
3001,13666585.0,169151322545.0,-3187.5,0.0,0.0
3002,13666722.0,169153018194.0,-3186.5,0.0,0.0
3003,13666850.0,169154602450.0,-3185.5,0.0,0.0
3004,13668936.0,169180420872.0,-3184.5,0.0,0.0
3005,13679333.0,169309104541.0,-3183.5,0.0,0.0
3006,13683245.0,169357523365.0,-3182.5,0.0,0.0
3007,13684851.0,169377400827.0,-3181.5,0.0,0.0
3008,13691080.0,169454497160.0,-3180.5,0.0,0.0
3009,13696403.0,169520379931.0,-3179.5,0.0,0.0
3010,13696425.0,169520652225.0,-3178.5,0.0,0.0
3011,13701431.0,169582611487.0,-3177.5,0.0,0.0
3012,13704133.0,169616054141.0,-3176.5,0.0,0.0
3013,13710365.0,169693187605.0,-3175.5,0.0,0.0
3014,13712134.0,169715082518.0,-3174.5,0.0,0.0
3015,13726955.0,169898522035.0,-3173.5,0.0,0.0
3016,13734019.0,169985953163.0,-3172.5,0.0,0.0
3017,13737387.0,170027638899.0,-3171.5,0.0,0.0
3018,13756390.0,170262839030.0,-3170.5,0.0,0.0
3019,13765620.0,170377078740.0,-3169.5,0.0,0.0
3020,13788808.0,170664076616.0,-3168.5,0.0,0.0
3021,13798556.0,170784727612.0,-3167.5,0.0,0.0
3022,13811764.0,170948203028.0,-3166.5,0.0,0.0
3023,13812888.0,170962114776.0,-3165.5,0.0,0.0
3024,13815542.0,170994963334.0,-3164.5,0.0,0.0
3025,13840724.0,171306640948.0,-3163.5,0.0,0.0
3026,13841709.0,171318832293.0,-3162.5,0.0,0.0
3027,13842660.0,171330602820.0,-3161.5,0.0,0.0
3028,13846139.0,171373662403.0,-3160.5,0.0,0.0
3029,13850253.0,171424581381.0,-3159.5,0.0,0.0
3030,13850895.0,171432527415.0,-3158.5,0.0,0.0
3031,13853874.0,171469398498.0,-3157.5,0.0,0.0
3032,13856223.0,171498472071.0,-3156.5,0.0,0.0
3033,13863298.0,171586039346.0,-3155.5,0.0,0.0
3034,13864108.0,171596064716.0,-3154.5,0.0,0.0
3035,13865221.0,171609840317.0,-3153.5,0.0,0.0
3036,13866620.0,171627155740.0,-3152.5,0.0,0.0
3037,13880902.0,171803924054.0,-3151.5,0.0,0.0
3038,13888519.0,171898199663.0,-3150.5,0.0,0.0
3039,13899108.0,172029259716.0,-3149.5,0.0,0.0
3040,13900822.0,172050473894.0,-3148.5,0.0,0.0
3041,13903329.0,172081503033.0,-3147.5,0.0,0.0
3042,13910735.0,172173167095.0,-3146.5,0.0,0.0
3043,13914058.0,172214295866.0,-3145.5,0.0,0.0
3044,13920037.0,172288297949.0,-3144.5,0.0,0.0
3045,13920172.0,172289968844.0,-3143.5,0.0,0.0
3046,13920443.0,172293323011.0,-3142.5,0.0,0.0
3047,13920614.0,172295439478.0,-3141.5,0.0,0.0
3048,13922710.0,172321381670.0,-3140.5,0.0,0.0
3049,13925090.0,172350838930.0,-3139.5,0.0,0.0
3050,13925349.0,172354044573.0,-3138.5,0.0,0.0
3051,13925533.0,172356321941.0,-3137.5,0.0,0.0
3052,13929071.0,172400111767.0,-3136.5,0.0,0.0
3053,13932179.0,172438579483.0,-3135.5,0.0,0.0
3054,13932753.0,172445683881.0,-3134.5,0.0,0.0
3055,13942016.0,172560332032.0,-3133.5,0.0,0.0
3056,13943934.0,172584071118.0,-3132.5,0.0,0.0
3057,13949703.0,172655474031.0,-3131.5,0.0,0.0
3058,13953060.0,172697023620.0,-3130.5,0.0,0.0
